CountryCode	site	years	lat	long	alt	month	O18	H2	DExcess	wO18	wH2	wDExcess	precip	vp	temp
SE	ABISKO	1975-1980	68.21	18.49	392	1	-13.48								
SE	ABISKO	1975-1980	68.21	18.49	392	2	-14.88								
SE	ABISKO	1975-1980	68.21	18.49	392	3									
SE	ABISKO	1975-1980	68.21	18.49	392	4	-12.87								
SE	ABISKO	1975-1980	68.21	18.49	392	5	-13.6								
SE	ABISKO	1975-1980	68.21	18.49	392	6	-10.44								
SE	ABISKO	1975-1980	68.21	18.49	392	7	-10.98								
SE	ABISKO	1975-1980	68.21	18.49	392	8	-11.08								
SE	ABISKO	1975-1980	68.21	18.49	392	9	-14.14								
SE	ABISKO	1975-1980	68.21	18.49	392	10	-14.92								
SE	ABISKO	1975-1980	68.21	18.49	392	11	-14.29								
SE	ABISKO	1975-1980	68.21	18.49	392	12	-17.07								
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	1	-9.16	-57.9	13.1	-9.32	-57.3	13.8	131.9	5	1.1
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	2	-7.86	-56.7	6.2	-7.82	-55.6	6.9	105.6	4.7	0.1
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	3	-8.58	-62.2	5.6	-8	-57.7	4	133.6	5.4	1.8
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	4	-8.3	-64.8	1.9	-8.48	-67.2	0.4	126.5	6.2	3.2
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	5	-9.43	-64.3	5.9	-8.47	-61.6	5	67.5	7.2	5.1
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	6	-8.23	-63.8	3.7	-8.22	-63.6	3	63.4	8.7	7.4
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	7	-8.92	-64.3	7	-8.9	-65.1	6.1	71.9	11	9.8
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	8	-8.16	-63.3	2.5	-8.29	-64.3	2.1	96.6	10.7	10.7
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	9	-9.03	-69	6.3	-9.55	-72.5	7	136.2	9.6	8.7
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	10	-8.06	-56.9	7.6	-8.12	-58.7	6.3	152.0	7.1	5.5
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	11	-9.83	-61.3	17.3	-10.32	-64.6	18	200.3	5.9	2.1
US	ADAK (ALASKA)	1962-1973	51.88	-176.65	4	12	-11.12	-81.7	7.3	-10.8	-78.7	7.7	180.1	5.4	1.5
TR	ADANA	1963-2001	36.98	35.3	73	1	-6.55	-32	17.2	-6.08	-30.6	16.4	114.4	7.8	9.5
TR	ADANA	1963-2001	36.98	35.3	73	2	-5.23	-27.9	14.5	-5.52	-28.3	16.3	80.4	8.3	10.6
TR	ADANA	1963-2001	36.98	35.3	73	3	-5.07	-26.4	14.7	-5.52	-28	16.5	68.7	9.9	13.2
TR	ADANA	1963-2001	36.98	35.3	73	4	-4.11	-21.4	11.5	-4.56	-24.1	12.4	60.3	13.1	17.6
TR	ADANA	1963-2001	36.98	35.3	73	5	-4.09	-24.5	9.1	-4.55	-26.3	10.1	49.4	16.9	21.6
TR	ADANA	1963-2001	36.98	35.3	73	6	-3.11	-16.8	7.2	-3.46	-16.2	8.5	35.1	21.4	25.5
TR	ADANA	1963-2001	36.98	35.3	73	7	-0.9	-0.9	6.3	-1.79	-8.8	5.5	8.1	26	28
TR	ADANA	1963-2001	36.98	35.3	73	8	-1.9	-6.8	8.4	-1.86	-6.9	7.9	6.7	26.3	28.1
TR	ADANA	1963-2001	36.98	35.3	73	9	-2.16	-7	10.3	-2.23	-6.2	11.7	14.7	20.8	25.9
TR	ADANA	1963-2001	36.98	35.3	73	10	-3.97	-17.8	14.9	-4.42	-19.5	16.1	41.2	15.3	21.4
TR	ADANA	1963-2001	36.98	35.3	73	11	-5.83	-31.6	15.1	-6.06	-34.1	14.4	86.8	10.9	15.2
TR	ADANA	1963-2001	36.98	35.3	73	12	-6.13	-31.9	17.1	-6.57	-35.3	17.2	120.3	9	11.1
ET	ADDIS ABABA	1961-2001	9	38.73	2360	1	0.19	14	12.5	-0.37	9.5	12.5	14.3	8.7	16
ET	ADDIS ABABA	1961-2001	9	38.73	2360	2	0.43	13.9	9.9	0.08	14.4	13.8	38.3	9.6	17.2
ET	ADDIS ABABA	1961-2001	9	38.73	2360	3	0.98	17.9	9.9	0.42	15.3	11.8	68.9	10.5	18.1
ET	ADDIS ABABA	1961-2001	9	38.73	2360	4	1.39	23.6	11.3	0.73	19.6	13.5	83.6	11.2	18.1
ET	ADDIS ABABA	1961-2001	9	38.73	2360	5	-0.27	12.1	13.2	-0.67	6.7	13	82.9	10.8	18.4
ET	ADDIS ABABA	1961-2001	9	38.73	2360	6	1.08	22.9	12.5	0.66	20	13.4	132.7	11.8	16.9
ET	ADDIS ABABA	1961-2001	9	38.73	2360	7	-1.91	-2.6	13.3	-2.05	-3.8	13.2	252.8	12.5	15.8
ET	ADDIS ABABA	1961-2001	9	38.73	2360	8	-3.21	-12.3	13.6	-3.08	-11.2	13.7	263.3	12.9	15.9
ET	ADDIS ABABA	1961-2001	9	38.73	2360	9	-0.46	11.1	15	-0.47	11.4	15.8	168.1	11.9	15.9
ET	ADDIS ABABA	1961-2001	9	38.73	2360	10	-0.26	9	9.2	-1.95	-3	12.4	33.7	9.4	16
ET	ADDIS ABABA	1961-2001	9	38.73	2360	11	-1.13	-0.5	8.6	-2.08	-3.5	13.2	10.9	8.6	15.3
ET	ADDIS ABABA	1961-2001	9	38.73	2360	12	-0.9	3.6	10.8	-1.23	-0.2	9.7	11.4	8.5	15.1
AU	ADELAIDE	1962-1986	-34.93	138.58	43	1	-4.5	-27.9	8.1	-5.98	-40.3	7.6	22.6	13.4	22.5
AU	ADELAIDE	1962-1986	-34.93	138.58	43	1	-4.5	-27.9	8.1	-5.98	-40.3	7.6	20.9	13.5	22.5
AU	ADELAIDE	1962-1986	-34.93	138.58	43	2	-5.38	-33.8	9.2	-7.64	-51.1	10	32.8	13.5	22.4
AU	ADELAIDE	1962-1986	-34.93	138.58	43	2	-5.38	-33.8	9.2	-7.64	-51.1	10	26.3	13.6	22.8
AU	ADELAIDE	1962-1986	-34.93	138.58	43	3	-3.99	-20.9	11	-4.74	-24.6	13.3	17.7	12.7	20.4
AU	ADELAIDE	1962-1986	-34.93	138.58	43	3	-3.99	-20.9	11	-4.74	-24.6	13.3	19.5	13	20.7
AU	ADELAIDE	1962-1986	-34.93	138.58	43	4	-4.06	-20.3	11.1	-5.11	-28.7	10.8	38.6	11.7	17.6
AU	ADELAIDE	1962-1986	-34.93	138.58	43	4	-4.06	-20.3	11.1	-5.11	-28.7	10.8	45.5	12.1	17.9
AU	ADELAIDE	1962-1986	-34.93	138.58	43	5	-4.55	-24.5	12.7	-4.64	-26.5	12.2	62.2	11.2	14.5
AU	ADELAIDE	1962-1986	-34.93	138.58	43	5	-4.55	-24.5	12.7	-4.64	-26.5	12.2	65.6	11.2	14.4
AU	ADELAIDE	1962-1986	-34.93	138.58	43	6	-5.5	-31.3	11.9	-5.38	-32.1	11.3	45.7	10.2	12.3
AU	ADELAIDE	1962-1986	-34.93	138.58	43	6	-5.5	-31.3	11.9	-5.38	-32.1	11.3	47.3	10.2	12.4
AU	ADELAIDE	1962-1986	-34.93	138.58	43	7	-4.96	-23.3	13.9	-5.07	-24.3	13.9	74.8	10.1	11.9
AU	ADELAIDE	1962-1986	-34.93	138.58	43	7	-4.96	-23.3	13.9	-5.07	-24.3	13.9	70.7	9.9	11.8
AU	ADELAIDE	1962-1986	-34.93	138.58	43	8	-4.11	-20.4	12	-4.23	-21.4	12	56.5	10	12.3
AU	ADELAIDE	1962-1986	-34.93	138.58	43	8	-4.11	-20.4	12	-4.23	-21.4	12	62.2	10	12.1
AU	ADELAIDE	1962-1986	-34.93	138.58	43	9	-2.9	-12.3	10.6	-3.15	-14.5	10.4	44.7	10.1	14
AU	ADELAIDE	1962-1986	-34.93	138.58	43	9	-2.9	-12.3	10.6	-3.15	-14.5	10.4	45.3	10.3	13.7
AU	ADELAIDE	1962-1986	-34.93	138.58	43	10	-3.06	-17.9	9.5	-3.52	-18.6	10.2	45.9	10.4	16.4
AU	ADELAIDE	1962-1986	-34.93	138.58	43	10	-3.06	-17.9	9.5	-3.52	-18.6	10.2	44.4	10.4	16.3
AU	ADELAIDE	1962-1986	-34.93	138.58	43	11	-2.01	-5.1	11	-3.02	-12	12.2	24.4	11	18.8
AU	ADELAIDE	1962-1986	-34.93	138.58	43	11	-2.01	-5.1	11	-3.02	-12	12.2	27.1	11.1	18.6
AU	ADELAIDE	1962-1986	-34.93	138.58	43	12	-1.8	-4.9	9.5	-2.53	-8.7	11.4	35.7	12.1	20.6
AU	ADELAIDE	1962-1986	-34.93	138.58	43	12	-1.8	-4.9	9.5	-2.53	-8.7	11.4	34.5	12.1	20.5
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	1	-34.26	-260	14.1	-33.94	-255.4	16.1	8.6		-33.3
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	2	-35.88	-275.8	11.2	-35.73	-272.4	13.4	12.2		-32.3
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	3	-38.89	-296.2	15	-38.85	-296.4	14.4	8.6		-31.2
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	4	-32.2	-245.6	12	-30.77	-241.8	4.3	14.2		-24.2
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	5	-29.28	-222.5	11.8	-28.81	-217.6	12.8	12.2		-11.1
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	6	-23.68	-180.1	9.3	-23.97	-181.3	10.5	13.2		0
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	7	-22.65	-170.4	10.8	-22.7	-170.5	11.1	29.2		4
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	8	-23.27	-174.3	11.9	-23.91	-177.4	13.8	18.8		0.2
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	9	-25.03	-187.1	13.1	-25.33	-189.8	12.9	20.0		-9.3
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	10	-34.1	-253.8	18.9	-33.54	-248.8	19.5	11.6		-19.4
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	11	-35.23	-266	15.8	-33.57	-253.3	15.3	9.6		-27.2
CA	ALERT (N.W.T.)	1989-1993	82.3	-62.2	62	12	-36.48	-275.6	16.2	-36.67	-276.5	16.9	9.6		-31.1
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	1	-3.93	-17.1	15.2	-3.71	-14.4	16.3	50.1	10.3	13.6
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	2	-3.33	-10.2	15.7	-2.92	-7.4	14.2	27.7	10	14
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	3	-3.32	-14.6	11.1	-3.71	-17	11.7	13.9	11.1	15.7
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	4	-2.48	-9.6	9.7	-3.03	-13.7	9.7	3.9	12.8	18.5
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	5							1.3	16.9	21.2
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	6							0.0	21	24.5
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	7							0.0	23.9	26.2
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	8							0.2	24.6	26.7
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	9							1.5	21.8	25.4
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	10	-2.78	-10.9	11.8	-3.22	-11.8	14	11.2	18.8	22.6
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	10	-2.78	-10.9	11.8	-3.22	-11.8	14	9.2	17.4	22.6
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	11	-4.08	-16.8	15.6	-4.11	-20.7	11.8	27.9	14.9	18.5
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	11	-4.08	-16.8	15.6	-4.11	-20.7	11.8	27.0	14	18.6
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	12	-4.31	-16	18.2	-4.56	-17.7	18.4	41.2	12	14.8
EG	ALEXANDRIA	1961-1973	31.1833	29.95	7	12	-4.31	-16	18.2	-4.56	-17.7	18.4	46.1	11.3	14.8
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	1	-3.74	-23.5	-0.1	-3.57	-24.4	0.6	60.7		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	2	-3.09			-2.51			68.8		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	3							36.6		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	4	-1.85	-9.4	5.4	-1.96	-10.7	5	39.8		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	5							43.6		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	6							0.4		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	7							0.0		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	8							0.0		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	9	-2	-16.3	-0.3	-2.74	-18.6	3.3	34.3		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	10							39.1		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	11	-5.57	-35.1	9.4	-6.01	-37.7	10.4	167.2		
DZ	ALGIERS-CN	1998-2001	36.78	3.0522	180	12							69.6		
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	1	-4.05	-34	5.8	-8.3	-60.4	12.5	44.9	12.2	28.7
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	2	-7.04	-44.6	8.9	-9.45	-63	12.6	41.4	13	27.4
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	3	-5.63	-31.7	8.9	-10.34	-57.2	12.4	36.9	11.6	24.7
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	4	-4.23	-30.9	5.3	-6.61	-44.1	10.6	16.5	9.4	20.2
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	5	-4.25	-26.7	9.5	-5.76	-34	12.6	11.9	8.8	15.4
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	6	-4.36	-22.4	11.2	-5.18	-27.9	16.1	19.3	8.1	12.8
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	7	-4.69	-31.8	13	-6.1	-36.8	12.9	18.8	7.1	12
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	8	-2.34	-9.7	10.4	-4.23	-19.7	16.3	15.1	7.1	14.1
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	9	0.79	4	3	-0.88	-3.6	5.9	12.9	7.3	18.2
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	10	0.63	8.6	2.9	-0.7	4.6	8.3	21.3	8.1	22.7
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	11	1.44	17.1	4.7	1.07	18.4	7.9	27.4	9.2	25.4
AU	ALICE SPRINGS	1962-1987	-23.8	133.88	546	12	-2.39	-4.4	12.9	-6.64	-38	15.6	38.3	10.1	27.5
RU	AMDERMA	1980-1990	69.46	61.41	53	1	-19.05	-133.8	16.1	-18.93	-135.8	14.8	29.4	1	-21
RU	AMDERMA	1980-1990	69.46	61.41	53	2	-18.91	-145.3	10.3	-18.14	-133.3	12.4	35.3	1	-20.5
RU	AMDERMA	1980-1990	69.46	61.41	53	3	-17.6	-131.5	14.7	-17.89	-129.1	17.5	27.9	1.4	-16.4
RU	AMDERMA	1980-1990	69.46	61.41	53	4	-16.31	-126.3	14.5	-16.87	-123.5	15.1	21.2	1.8	-12.9
RU	AMDERMA	1980-1990	69.46	61.41	53	5	-14.66	-100.5	13.2	-14.87	-101.7	18.9	19.2	3.7	-4.7
RU	AMDERMA	1980-1990	69.46	61.41	53	6	-12.6	-81.7	9.2	-12.85	-71.2	9.7	29.4	6.3	2.1
RU	AMDERMA	1980-1990	69.46	61.41	53	7	-11.52	-71	13.8	-12.13	-67.3	13.6	46.4	8.5	7
RU	AMDERMA	1980-1990	69.46	61.41	53	8	-11.72	-69.7	19.3	-11.72	-71	17.7	54.8	8.5	6.3
RU	AMDERMA	1980-1990	69.46	61.41	53	9	-13.03	-91.7	7	-12.77	-90	7.4	45.3	7.1	3.6
RU	AMDERMA	1980-1990	69.46	61.41	53	10	-14.72			-15.24			41.6	4.3	-2.9
RU	AMDERMA	1980-1990	69.46	61.41	53	11	-16.72			-17.34			36.1	2.4	-11.2
RU	AMDERMA	1980-1990	69.46	61.41	53	12	-19.74			-19.71			49.1	1.6	-15.6
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	1	-6.93	-30.8	25.4	-7.13	-32.9	26	110.7	7.5	6.4
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	2	-6.14	-18.5	25.2	-6.71	-15.7	24.5	96.2	7.4	6.7
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	3	-7.23	-44.7	19.6	-7.66	-46.5	21.1	70.1	8	9.2
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	4	-4.6	-16	19.6	-4.89	-18.6	20.4	5.9	8.5	14.9
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	5	-3.2			-3.08			5.1	10.2	19.2
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	6							0.0	12.1	21.7
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	7							0.9	14.6	23.2
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	8							0.0	15.6	23.6
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	9							0.0	14.7	22.2
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	10	-3.06	-15.1	24.6	-3.57	-24.8	26.1	15.5	12.2	18.7
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	11	-5.99	-27.5	20.4	-6.33	-20	20.1	64.8	9.9	13.1
JO	AMMAN-WAJ	1999-2001	31.9575	35.848056	900	12	-6.41	-28.7	21.3	-7.26	-38.7	23.7	92.5	8.4	8.4
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	1							79.7		13.6
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	2							105.3		13.5
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	3							82.3		14
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	4							80.7		14.6
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	5							81.3		16
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	6	-2.47	-14.4	5.4	-3.28	-21.1	5.1	45.3		18.7
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	7							12.3		21.6
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	8	-2.4	-12.4	6.8	-3.69	-26.3	3.2	76.3		22.1
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	9	-2.69	-14.3	7.2	-2.71	-14.6	7.1	88.0		21.2
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	10	-3.23	-18.2	7.6	-3.32	-18.6	7.9	109.7		18.3
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	11	-4.17	-23.4	10	-3.96	-22.6	9.1	153.3		15.9
PT	ANGRA DO HEROISMO (A	1988-1990	38.4	-27.13	74	12	-5.01	-31.4	8.7	-6.07	-38.2	10.4	174.3		14.7
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	1	-11.33	-80.1	12	-11.41	-78.5	13.6	41.5	4.9	0.1
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	2	-10.95	-73.5	13.1	-11.24	-75	13.5	34.1	5.1	2
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	3	-9.39	-64.8	11.4	-9.65	-67.2	11.3	37.7	5.8	5.7
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	4	-6.99	-43.4	10.6	-7.53	-47.6	11.4	50.0	7.8	10.9
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	5	-6.25	-39.7	8.6	-6.61	-42.1	9.7	53.4	10.2	15.9
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	6	-4.98	-33	7	-5.17	-33.7	8.1	32.8	11.8	19.7
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	7	-4	-26.8	6.8	-4.27	-26.6	8.5	18.6	12.5	23.1
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	8	-4.08	-29.2	4.6	-4.73	-30.8	7.5	14.1	12.2	22.8
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	9	-5.11	-30.1	8.2	-5.59	-31.7	9.4	16.4	10.2	18.5
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	10	-7.28	-47.4	10	-7.85	-50.1	12.2	27.1	8.5	13
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	11	-8.84	-58.1	13.2	-9.31	-61.6	13.3	35.7	7.1	7
TR	ANKARA (CENTRAL)	1963-2001	39.95	32.88	902	12	-11.14	-77.8	13.5	-11.14	-78.2	13.6	46.6	5.8	2.6
TR	ANTALYA	1963-2001	36.88	30.7	49	1	-6.36	-33.3	18.8	-6.15	-31.3	19.1	204.1	8.2	9.7
TR	ANTALYA	1963-2001	36.88	30.7	49	2	-5.97	-30.9	16.6	-5.98	-30.8	16.5	170.5	8.5	10.2
TR	ANTALYA	1963-2001	36.88	30.7	49	3	-5.02	-25.7	14.9	-5.23	-27.5	14.6	107.6	9.8	12.5
TR	ANTALYA	1963-2001	36.88	30.7	49	4	-4.54	-24.3	12	-5.02	-27.7	12.4	49.9	12.3	15.9
TR	ANTALYA	1963-2001	36.88	30.7	49	5	-4.15	-23.3	9.9	-4.55	-25.3	11	28.3	16.1	20.3
TR	ANTALYA	1963-2001	36.88	30.7	49	6	-3.47	-20.9	6.8	-3.37	-20.1	6.8	7.2	18.9	25.2
TR	ANTALYA	1963-2001	36.88	30.7	49	7	-5.46	-32.2	14.6	-4.18	-37.9	9.8	2.1	21.3	28.2
TR	ANTALYA	1963-2001	36.88	30.7	49	8	-4.2	-22.8	10.8	-5.18	-27.2	14.3	2.3	21.5	27.8
TR	ANTALYA	1963-2001	36.88	30.7	49	9	-2.82	-13.7	8.9	-3.08	-13.5	11.1	10.3	18.2	24.5
TR	ANTALYA	1963-2001	36.88	30.7	49	10	-4.7	-24	14.7	-4.88	-24.9	14.3	83.5	14	19.7
TR	ANTALYA	1963-2001	36.88	30.7	49	11	-5.13	-22.9	18	-5.38	-26.7	16.3	163.2	11	14.6
TR	ANTALYA	1963-2001	36.88	30.7	49	12	-6.13	-28.8	20.4	-6.32	-30	20.7	249.7	9.1	11.2
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	1	-9.04	-65	10.8	-10.42	-77.3	11.4	248.3	18.9	20.2
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	2	-9.59	-63.4	11.8	-10.15	-66.8	11.9	252.0	19.3	20.5
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	3	-8.27	-53.1	10.8	-8.15	-50.6	11	180.3	18.7	19.9
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	4	-5.01	-19	13.5	-6.26	-30.7	14.6	46.5	17.3	19.1
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	5	-3.19	-13.2	12.4	-5.44	-29	14.5	18.3	15	17
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	6	-3.83	-14.3	16.3	-4.29	-20.1	14.2	11.1	13	14.7
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	7	-2.97	-9.6	17.5	-3.71	-12.8	17.6	10.8	12.6	14.2
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	8	-2.81	-9.7	12.8	-5.85	-35.4	11.4	14.7	12.3	14.3
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	9	-2.17	-5.8	11.5	-1.16	1.7	11	12.8	12.9	16
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	10	-1.89	-1.9	14.9	-1.91	-1.9	15.3	50.6	14.5	18.1
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	11	-3.81	-14.1	16.4	-3.99	-13.8	18.1	199.3	17	19.6
MG	ANTANANARIVO	1962-1974	-18.9	47.53	1300	12	-6.74	-36.9	17.1	-6.58	-35	17.7	342.8	18.3	19.9
AT	APETLON	1965-1968	47.73	16.83	120	1		-102.9			-96.7		36.8		
AT	APETLON	1965-1968	47.73	16.83	120	2							26.5		
AT	APETLON	1965-1968	47.73	16.83	120	3		-81			-77.3		27.3		
AT	APETLON	1965-1968	47.73	16.83	120	4		-56			-58.5		71.5		
AT	APETLON	1965-1968	47.73	16.83	120	5		-42.3			-43.8		102.3		
AT	APETLON	1965-1968	47.73	16.83	120	6		-44.6			-45.5		51.5		
AT	APETLON	1965-1968	47.73	16.83	120	7		-31.9			-33.9		96.0		
AT	APETLON	1965-1968	47.73	16.83	120	8		-34.8			-38.1		99.8		
AT	APETLON	1965-1968	47.73	16.83	120	9		-60			-57.4		51.8		
AT	APETLON	1965-1968	47.73	16.83	120	10		-69.1			-72.2		36.8		
AT	APETLON	1965-1968	47.73	16.83	120	11		-85.7			-90.5		55.0		
AT	APETLON	1965-1968	47.73	16.83	120	12		-103.4			-104.4		45.0		
WS	APIA	1962-1977	-13.8	-171.78	2	1	-5.47	-31.6	12.6	-5.32	-30.7	12	436.8	29.8	26.7
WS	APIA	1962-1977	-13.8	-171.78	2	2	-6.14	-36.4	11.8	-6.18	-37.2	11.4	311.5	30.1	26.8
WS	APIA	1962-1977	-13.8	-171.78	2	3	-4.34	-22	12.8	-4.57	-23.2	13.4	341.2	29.9	26.8
WS	APIA	1962-1977	-13.8	-171.78	2	4	-4.54	-24.7	11.6	-4.41	-23.7	11.6	283.9	29.7	26.5
WS	APIA	1962-1977	-13.8	-171.78	2	5	-3.48	-14.9	13	-3.62	-15.2	13.7	159.3	28.8	26.3
WS	APIA	1962-1977	-13.8	-171.78	2	6	-2.78	-9.5	12.8	-3.04	-10.8	13.5	154.6	27.4	26.1
WS	APIA	1962-1977	-13.8	-171.78	2	7	-2.02	-6.1	10.1	-2.18	-6.6	10.8	124.9	27.1	25.8
WS	APIA	1962-1977	-13.8	-171.78	2	8	-1.46	-1.8	9.9	-2.26	-7.2	10.9	166.9	26.9	25.8
WS	APIA	1962-1977	-13.8	-171.78	2	9	-2.21	-6	11.6	-2.35	-7.8	11	169.0	27.2	26
WS	APIA	1962-1977	-13.8	-171.78	2	10	-3.1	-12.7	12.1	-3.35	-14.5	12.3	254.3	28.2	26.3
WS	APIA	1962-1977	-13.8	-171.78	2	11	-3.63	-15.9	13.2	-4.46	-21.6	14	248.8	28.6	26.4
WS	APIA	1962-1977	-13.8	-171.78	2	12	-6.2	-36.4	14.5	-6.73	-39.9	14.2	399.9	29.2	26.6
RU	ARKHANGELSK	1980-1986	64.58	40.5	13	1	-19.16			-18.95			30.5	1.8	-14.1
RU	ARKHANGELSK	1980-1986	64.58	40.5	13	2	-16.84	-122.3	11.5	-17.24	-128	10.9	26.9	2	-11.9
RU	ARKHANGELSK	1980-1986	64.58	40.5	13	3	-16.38	-122	7.1	-16.41	-124.5	5.6	26.9	3.3	-5.6
