"97N2012"	3	128	186	190	242	-999	-999	-999	-999	-999
"97N2013"	3	84	182	174	234	-999	-999	-999	-999	-999
"97N2013"	3	84	186	182	234	-999	-999	-999	-999	-999
"97N2014"	3	132	186	174	234	-999	-999	-999	-999	-999
"97N2014"	3	252	190	178	234	-999	-999	-999	-999	-999
"97N2046"	3	84	186	-999	234	-999	-999	-999	-999	-999
"97N2046"	3	128	190	-999	234	-999	-999	-999	-999	-999
"97N2017"	3	84	186	182	238	-999	-999	-999	-999	-999
"97N2017"	3	84	190	186	238	-999	-999	-999	-999	-999
"97N2021"	3	132	190	186	226	-999	-999	-999	-999	-999
"97N2021"	3	132	190	194	238	-999	-999	-999	-999	-999
"97N2022"	3	84	182	186	230	-999	-999	-999	-999	-999
"97N2022"	3	84	186	194	234	-999	-999	-999	-999	-999
"97N2023"	3	84	182	170	238	-999	-999	-999	-999	-999
"97N2023"	3	132	186	194	238	-999	-999	-999	-999	-999
"97N2024"	3	84	182	178	218	-999	-999	-999	-999	-999
"97N2024"	3	84	186	186	238	-999	-999	-999	-999	-999
"97N2025"	3	132	190	186	226	-999	-999	-999	-999	-999
"97N2025"	3	132	190	194	238	-999	-999	-999	-999	-999
"97N2027"	3	124	182	170	238	-999	-999	-999	-999	-999
"97N2027"	3	132	186	186	238	-999	-999	-999	-999	-999
"97N2028"	3	84	-999	178	-999	-999	-999	-999	-999	-999
"97N2028"	3	84	-999	178	-999	-999	-999	-999	-999	-999
"97N2030"	3	124	178	186	242	-999	-999	-999	-999	-999
"97N2030"	3	124	190	194	242	-999	-999	-999	-999	-999
"97N2031"	3	136	182	170	242	-999	-999	-999	-999	-999
"97N2031"	3	136	190	186	246	-999	-999	-999	-999	-999
"97N2032"	3	84	182	182	234	-999	-999	-999	-999	-999
"97N2032"	3	128	186	190	238	-999	-999	-999	-999	-999
"97N2033"	3	84	182	-999	238	-999	-999	-999	-999	-999
"97N2033"	3	84	186	-999	238	-999	-999	-999	-999	-999
"97N2034"	3	128	182	154	238	-999	-999	-999	-999	-999
"97N2034"	3	128	186	186	238	-999	-999	-999	-999	-999
"97N2035"	3	128	178	180	230	-999	-999	-999	-999	-999
"97N2035"	3	140	186	188	238	-999	-999	-999	-999	-999
"97N2036"	3	128	186	182	234	-999	-999	-999	-999	-999
"97N2036"	3	128	190	190	234	-999	-999	-999	-999	-999
"97N9000"	4	84	182	174	234	-999	-999	-999	-999	-999
"97N9000"	4	128	186	182	234	-999	-999	-999	-999	-999
"97N9001"	4	128	190	182	230	-999	-999	-999	-999	-999
"97N9001"	4	128	194	194	234	-999	-999	-999	-999	-999
"97N9002"	4	124	182	182	238	-999	-999	-999	-999	-999
"97N9002"	4	128	182	186	238	-999	-999	-999	-999	-999
"97N9003"	4	128	182	178	234	-999	-999	-999	-999	-999
"97N9003"	4	132	186	194	234	-999	-999	-999	-999	-999
"97N9004"	4	84	186	182	238	-999	-999	-999	-999	-999
"97N9004"	4	124	190	194	242	-999	-999	-999	-999	-999
"97N9005"	4	128	178	190	238	-999	-999	-999	-999	-999
"97N9005"	4	136	186	194	238	-999	-999	-999	-999	-999
"97N9008"	4	84	182	190	234	-999	-999	-999	-999	-999
"97N9008"	4	124	186	190	234	-999	-999	-999	-999	-999
"97N9009"	4	84	178	182	238	-999	-999	-999	-999	-999
"97N9009"	4	140	186	182	242	-999	-999	-999	-999	-999
"97N9010"	4	84	186	-999	238	-999	-999	-999	-999	-999
"97N9010"	4	84	190	-999	242	-999	-999	-999	-999	-999
"97N9011"	4	132	186	174	242	-999	-999	-999	-999	-999
"97N9011"	4	132	190	186	242	-999	-999	-999	-999	-999
"97N9012"	4	124	182	182	230	-999	-999	-999	-999	-999
"97N9012"	4	124	186	186	238	-999	-999	-999	-999	-999
"97N9013"	4	84	182	182	220	-999	-999	-999	-999	-999
